reads_per_trefi,sync_cycles_threshold,row_base_offset,virt_addr,subch,rank,bg,bank,row,col,expected_hex,actual_hex
90,25000,2,0x4C184C4F,1,0,3,0,387,271,0x00,0x04
90,25000,2,0x4C184C57,1,0,3,0,387,279,0x00,0x01
90,25000,41,0x45534C7F,1,0,3,0,170,3391,0x00,0x09
90,25000,50,0x499A99A7,1,0,3,0,307,2663,0x00,0x09
90,25000,95,0x4F012CC6,1,0,3,0,480,1222,0x68,0xE8
90,25000,95,0x4F012CE6,1,0,3,0,480,1254,0x68,0xE8
90,25000,44,0x4D6837CC,1,0,7,1,429,204,0x0A,0x0E
90,25000,44,0x4D6837D4,1,0,7,1,429,212,0x0A,0x0E
90,25000,49,0x4D90C88F,1,0,7,1,434,847,0x00,0x40
90,25000,99,0x4F233992,1,0,7,1,484,3282,0xAA,0xA2
90,25000,99,0x4F2339BA,1,0,7,1,484,3322,0xAA,0x2A
90,25000,108,0x436F00A1,1,1,3,2,109,3169,0xAF,0xAE
90,25000,108,0x436F00A9,1,1,3,2,109,3177,0xAF,0xBF
90,25000,110,0x4F7E8B48,1,1,3,2,495,2568,0xD3,0xD2
90,25000,110,0x4F7E8B74,1,1,3,2,495,2612,0x0A,0x8A
90,25000,110,0x4F7E8B7C,1,1,3,2,495,2620,0x0A,0x4A
90,25000,124,0x43EE904C,1,1,3,2,125,2572,0x0A,0x4A
90,25000,124,0x43EE9068,1,1,3,2,125,2600,0xD3,0x93
90,25000,59,0x49E1DE05,1,0,3,2,316,1797,0x00,0x04
90,25000,59,0x49E1DE09,1,0,3,2,316,1801,0xAF,0xEF
90,25000,59,0x49E1DE0D,1,0,3,2,316,1805,0x00,0x08
90,25000,22,0x44BB3F4B,0,0,3,0,151,3211,0xAA,0xAE
90,25000,22,0x44BB3F6F,0,0,3,0,151,3247,0x00,0x20
90,25000,28,0x4CE837BA,0,0,3,0,413,250,0xAA,0x22
90,25000,30,0x4CF95FC2,0,0,3,0,415,1346,0xAA,0xA8
90,25000,30,0x4CF95FDA,0,0,3,0,415,1370,0xAA,0xEA
90,25000,50,0x4D9A7806,0,0,3,0,435,2438,0x68,0x60
90,25000,50,0x4D9A7816,0,0,3,0,435,2454,0x68,0x60
90,25000,52,0x49A9304E,0,0,3,0,309,1166,0x68,0x6A
90,25000,52,0x49A93066,0,0,3,0,309,1190,0x68,0x60
90,25000,80,0x4289BFD6,0,0,3,0,81,1750,0x68,0x60
90,25000,80,0x4289BFF6,0,0,3,0,81,1782,0x68,0x6A
90,25000,82,0x4A9B1543,0,0,3,0,339,3075,0xAA,0x2A
90,25000,82,0x4A9B155F,0,0,3,0,339,3103,0x00,0x08
90,25000,118,0x4BB8F055,0,0,3,0,375,917,0x00,0x08
90,25000,118,0x4BB8F069,0,0,3,0,375,937,0xAF,0xBF
90,25000,118,0x4BB8F07D,0,0,3,0,375,957,0x00,0x20
90,25000,122,0x47DB905B,0,0,3,0,251,3611,0xAA,0x8A
90,25000,122,0x47DB9067,0,0,3,0,251,3623,0x00,0x08
90,25000,122,0x47DB907F,0,0,3,0,251,3647,0x00,0x10
90,25000,18,0x489B050F,0,0,7,2,275,3087,0x00,0x40
90,25000,18,0x489B0537,0,0,7,2,275,3127,0x00,0x01
90,25000,18,0x489B053B,0,0,7,2,275,3131,0xAA,0x2A
90,25000,42,0x495A93CC,0,0,7,2,299,2636,0x0A,0x2A
90,25000,42,0x495A93F4,0,0,7,2,299,2676,0x0A,0x8A
90,25000,74,0x4A5AFF4B,0,0,7,2,331,2955,0xAA,0xEA
90,25000,74,0x4A5AFF4F,0,0,7,2,331,2959,0x00,0x40
90,25000,92,0x4AE9C692,0,0,7,2,349,1874,0xAA,0xEA
90,25000,92,0x4AE9C696,0,0,7,2,349,1878,0x68,0x78
90,25000,98,0x4319DB05,0,0,7,2,99,1797,0x00,0x10
90,25000,98,0x4319DB29,0,0,7,2,99,1833,0xAF,0x8F
90,25000,98,0x4319DB2D,0,0,7,2,99,1837,0x00,0x08
90,25000,104,0x474970DD,0,0,7,2,233,1501,0x00,0x40
90,25000,104,0x474970E5,0,0,7,2,233,1509,0x00,0x40
90,25000,18,0x489F5DC2,1,1,3,0,275,3394,0xAA,0x8A
90,25000,18,0x489F5DC6,1,1,3,0,275,3398,0x68,0x70
90,25000,18,0x4C9D9C12,1,1,3,0,403,1554,0xAA,0xEA
90,25000,18,0x4C9D9C1E,1,1,3,0,403,1566,0x68,0x28
90,25000,111,0x4B853D57,1,1,3,0,368,1175,0x00,0x20
90,25000,111,0x4B853D6F,1,1,3,0,368,1199,0x00,0x10
90,25000,111,0x4B853D7B,1,1,3,0,368,1211,0xAA,0xA2
90,25000,2,0x4C192411,0,0,3,2,387,1169,0xAF,0x2F
90,25000,2,0x4C192421,0,0,3,2,387,1185,0xAF,0xA7
90,25000,2,0x4C19A48A,0,0,3,2,387,1738,0xAA,0xA2
90,25000,2,0x4C19A4A2,0,0,3,2,387,1762,0xAA,0xBA
90,25000,2,0x4C19A4AA,0,0,3,2,387,1770,0xAA,0x8A
90,25000,14,0x487907DF,0,0,2,2,271,1119,0x00,0x01
90,25000,14,0x487907EF,0,0,2,2,271,1135,0x00,0x10
90,25000,18,0x409BD75A,0,0,3,2,19,3866,0xAA,0xBA
90,25000,18,0x409BD77A,0,0,3,2,19,3898,0xAA,0xA8
90,25000,34,0x411A03C1,0,0,3,2,35,2113,0xAF,0xA7
90,25000,34,0x411A03F5,0,0,3,2,35,2165,0x00,0x08
90,25000,60,0x41E9F862,0,0,3,2,61,1954,0xAA,0xEA
90,25000,60,0x41E9F86A,0,0,3,2,61,1962,0xAA,0x8A
90,25000,63,0x4E016041,0,0,3,2,448,1409,0xAF,0xAB
90,25000,63,0x4E016045,0,0,3,2,448,1413,0x00,0x80
90,25000,64,0x4E0BC4A2,0,0,3,2,449,3938,0xAA,0xBA
90,25000,64,0x4E0BC4A6,0,0,3,2,449,3942,0x68,0xE8
90,25000,102,0x473B2B9B,0,0,3,2,231,3291,0xAA,0xEA
90,25000,102,0x473B2BA3,0,0,3,2,231,3299,0xAA,0xAE
90,25000,102,0x473B2BBB,0,0,3,2,231,3323,0xAA,0xA2
90,25000,116,0x47A8B305,0,0,3,2,245,645,0x00,0x40
90,25000,116,0x47A8B319,0,0,3,2,245,665,0xAF,0xBF
90,25000,116,0x47AA9395,0,0,3,2,245,2645,0x00,0x08
90,25000,116,0x47AA93BD,0,0,3,2,245,2685,0x00,0x80
90,25000,22,0x44BD678D,1,1,7,2,151,1485,0x00,0x08
90,25000,22,0x44BD67B5,1,1,7,2,151,1525,0x00,0x10
90,25000,22,0x44BD67B9,1,1,7,2,151,1529,0xAF,0x8F
90,25000,29,0x4CF52363,1,1,7,2,414,1187,0xAA,0xAE
90,25000,29,0x4CF5237F,1,1,7,2,414,1215,0x00,0x10
90,25000,123,0x47E4E573,1,1,7,2,252,947,0xAA,0x2A
90,25000,123,0x47E4E57B,1,1,7,2,252,955,0xAA,0x2A
90,25000,10,0x485F532A,0,1,7,3,267,3370,0xAA,0x2A
90,25000,10,0x485F532E,0,1,7,3,267,3374,0x68,0x78
90,25000,28,0x40EDE80C,0,1,7,3,29,1932,0x0A,0x2A
90,25000,28,0x40EDE810,0,1,7,3,29,1936,0xD3,0xD1
90,25000,28,0x40EDE81C,0,1,7,3,29,1948,0x0A,0x0B
90,25000,48,0x4D8D6CDC,0,1,7,3,433,1500,0x0A,0x02
90,25000,48,0x4D8D6CE0,0,1,7,3,433,1504,0xD3,0xDB
90,25000,48,0x4D8E4C4C,0,1,7,3,433,2316,0x0A,0x1A
90,25000,48,0x4D8E4C6C,0,1,7,3,433,2348,0x0A,0x08
90,25000,75,0x4A673603,0,1,7,3,332,3203,0xAA,0x2A
90,25000,75,0x4A67363B,0,1,7,3,332,3259,0xAA,0x8A
90,25000,100,0x472CD7C8,0,1,7,3,229,840,0xD3,0xDB
90,25000,100,0x472CD7F0,0,1,7,3,229,880,0xD3,0x53
90,25000,123,0x4BE52204,0,1,7,3,380,1156,0x0A,0x8A
90,25000,123,0x4BE52230,0,1,7,3,380,1200,0xD3,0xD1
90,25000,18,0x489939DB,1,0,3,1,275,1243,0xAA,0xA2
90,25000,18,0x489939F7,1,0,3,1,275,1271,0x00,0x08
90,25000,53,0x45B2FB10,1,0,3,1,182,2960,0xD3,0x93
90,25000,53,0x45B2FB14,1,0,3,1,182,2964,0x0A,0x4A
90,25000,53,0x45B2FB28,1,0,3,1,182,2984,0xD3,0xF3
90,25000,53,0x45B2FB2C,1,0,3,1,182,2988,0x0A,0x2A
90,25000,69,0x4A30C4CE,1,0,3,1,326,846,0x68,0x78
90,25000,69,0x4A30C4FE,1,0,3,1,326,894,0x68,0x78
90,25000,101,0x4B30801C,1,0,3,1,358,540,0x0A,0x02
90,25000,101,0x4B308038,1,0,3,1,358,568,0xD3,0x53
90,25000,52,0x45A9AB02,1,0,7,2,181,1666,0xAA,0xAB
90,25000,52,0x45A9AB3E,1,0,7,2,181,1726,0x68,0x60
90,25000,25,0x48D46F10,0,1,7,1,282,400,0xD3,0xD7
90,25000,25,0x48D46F18,0,1,7,1,282,408,0xD3,0xF3
90,25000,2,0x4C1EFCE4,1,1,7,0,387,3044,0x0A,0x4A
90,25000,2,0x4C1EFCFC,1,1,7,0,387,3068,0x0A,0x1A
90,25000,30,0x4CFC4FA2,1,1,7,0,415,354,0xAA,0xEA
90,25000,30,0x4CFC4FAE,1,1,7,0,415,366,0x68,0x6A
90,25000,63,0x4E04F832,1,1,7,0,448,946,0xAA,0xA8
90,25000,63,0x4E04F836,1,1,7,0,448,950,0x68,0x60
90,25000,76,0x4E6C5FE5,1,1,7,0,461,357,0x00,0x10
90,25000,76,0x4E6C5FF1,1,1,7,0,461,369,0xAF,0x2F
90,25000,93,0x42F7609A,1,1,7,0,94,3546,0xAA,0xA2
90,25000,93,0x42F760B2,1,1,7,0,94,3570,0xAA,0xAB
90,25000,95,0x4B057D1E,1,1,7,0,352,1438,0x68,0x6C
90,25000,95,0x4B057D26,1,1,7,0,352,1446,0x68,0x60
90,25000,95,0x4B057D3A,1,1,7,0,352,1466,0xAA,0xEA
90,25000,100,0x4B2D1889,1,1,7,0,357,1097,0xAF,0xAE
90,25000,100,0x4B2D1891,1,1,7,0,357,1105,0xAF,0xAB
90,25000,53,0x45B37303,1,0,3,3,182,3459,0xAA,0x8A
90,25000,53,0x45B3731B,1,0,3,3,182,3483,0xAA,0xAE
